Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),法令,ほうれい,hourei,qonun va farmonlar,,社会の法令をしっかりと守ります。 (Jamiyatning qonun va farmonlariga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),点数,てんすう,tensuu,"ball, baho",,点数についての詳しい説明を聞きました。 (ball haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),無理強い,むりじい,murijii,"zo'rlash, majburlash",,無理強いについての詳しい説明を聞きました。 (zo'rlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),照明,しょうめい,shoumei,"yoritish, chiroq",,照明についての詳しい説明を聞きました。 (yoritish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),熱中,ねっちゅう,netchuu,"berilib ketish, qiziqib ketish",,計画通りに熱中を進めていきます。 (Rejaga muvofiq berilib ketishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),物体,ぶったい,buttai,"jism, obyekt",,物体についての詳しい説明を聞きました。 (jism haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),特急,とっきゅう,tokkyuu,tezyurar poyezd,,特急についての詳しい説明を聞きました。 (tezyurar poyezd haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),珍しい,めずらしい,mezurashii,"noyob, kam uchraydigan",,珍しいについての詳しい説明を聞きました。 (noyob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),生存競争,せいぞんきょうそう,seizonkyousou,hayot uchun kurash,,生存競争についての詳しい説明を聞きました。 (hayot uchun kurash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),発揮,はっき,hakki,namoyon qilish (qobiliyat),,計画通りに発揮を進めていきます。 (Rejaga muvofiq namoyon qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),相続,そうぞく,souzoku,meros olish,,相続についての詳しい説明を聞きました。 (meros olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),省エネ,しょうえね,shouene,energiya tejash,,省エネについての詳しい説明を聞きました。 (energiya tejash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),知恵,ちえ,chie,"aql, donolik",,知恵についての詳しい説明を聞きました。 (aql haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),矛盾点,むじゅんてん,mujunten',ziddiyatli nuqta,,矛盾点についての詳しい説明を聞きました。 (ziddiyatli nuqta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),禁止区域,きんしくいき,kinshikuiki,taqiqlangan hudud,,その禁止区域の環境はとても快適です。 (Ushbu taqiqlangan hududning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),給付,きゅうふ,kyuufu,"to'lov, nafaqa berish",,給付についての詳しい説明を聞きました。 (to'lov haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),総合,そうごう,sougou,"umumiy, kompleks",,総合についての詳しい説明を聞きました。 (umumiy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),美術,びじゅつ,bijutsu,tasviriy san'at,,美術についての詳しい説明を聞きました。 (tasviriy san'at haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),老後,ろうご,rougo,"qarilik davri, keksalik",,老後についての詳しい説明を聞きました。 (qarilik davri haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),自覚,じかく,jikaku,o'zini anglash,,自覚についての詳しい説明を聞きました。 (o'zini anglash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),苦しい,くるしい,kurushii,"og'ir, qiyin; azobli",,苦しいについての詳しい説明を聞きました。 (og'ir haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),蓄積,ちくせき,chikuseki,"to'plash, jamlash",,蓄積についての詳しい説明を聞きました。 (to'plash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),見直し,みなおし,minaoshi,qayta ko'rib chiqish,,見直しについての詳しい説明を聞きました。 (qayta ko'rib chiqish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),覚悟,かくご,kakugo,"tayyorlik, qat'iy qaror",,覚悟についての詳しい説明を聞きました。 (tayyorlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),試験官,しけんかん,shikenkan',imtihon oluvchi,,試験官についての詳しい説明を聞きました。 (imtihon oluvchi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),説明会,せつめいかい,setsumeikai,tushuntirish yig'ilishi,,説明会についての詳しい説明を聞きました。 (tushuntirish yig'ilishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),調べ,しらべ,shirabe,"tekshiruv, tadqiqot",,調べについての詳しい説明を聞きました。 (tekshiruv haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),豊か,ゆたか,yutaka,"boy, to'kin",,豊かについての詳しい説明を聞きました。 (boy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),買い物客,かいものきゃく,kaimonokyaku,"xaridor, mijoz",,買い物客についての詳しい説明を聞きました。 (xaridor haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),資源節約,しげんせつやく,shigensetsuyaku,resurslarni tejash,,資源節約についての詳しい説明を聞きました。 (resurslarni tejash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),身近,みぢか,mijika,"yaqin, kundalik",,身近についての詳しい説明を聞きました。 (yaqin haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),農地,のうち,nouchi,qishloq xo'jaligi yeri,,農地についての詳しい説明を聞きました。 (qishloq xo'jaligi yeri haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),遠隔,えんかく,enkaku,"masofaviy, uzoqdan",,遠隔についての詳しい説明を聞きました。 (masofaviy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),適応,てきおう,tekiou,"moslashish, adaptatsiya",,適応についての詳しい説明を聞きました。 (moslashish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),遺跡,いせき,iseki,"xarobalar, qadimiy yodgorlik",,遺跡についての詳しい説明を聞きました。 (xarobalar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),重複,ちょうふく,choufuku,takrorlanish,,重複についての詳しい説明を聞きました。 (takrorlanish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),関与,かんよ,kan'yo,"ishtirok, aloqadorlik",,関与についての詳しい説明を聞きました。 (ishtirok haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),音楽会,おんがくかい,ongakukai,"musiqa kechasi, konsert",,音楽会についての詳しい説明を聞きました。 (musiqa kechasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),順番,じゅんばん,junban',"navbat, tartib",,社会の順番をしっかりと守ります。 (Jamiyatning navbatiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),頷く,うなずく,unazuku,bosh irg'ab tasdiqlamoq,,計画通りに頷くを進めていきます。 (Rejaga muvofiq bosh irg'ab tasdiqlamoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),食費,しょくひ,shokuhi,ovqat xarajati,,食費についての詳しい説明を聞きました。 (ovqat xarajati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),高まる,たかまる,takamaru,"ko'tarilmoq, ortmoq",,計画通りに高まるを進めていきます。 (Rejaga muvofiq ko'tarilmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),参考書,さんこうしょ,sankousho,qo'shimcha o'quv qo'llanma,,参考書についての詳しい説明を聞きました。 (qo'shimcha o'quv qo'llanma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),処理能力,しょりのうりょく,shorinouryoku,ishlov berish qobiliyati,,処理能力についての詳しい説明を聞きました。 (ishlov berish qobiliyati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),伝統,でんとう,dentou,"an'ana, urf-odat",,伝統についての詳しい説明を聞きました。 (an'ana haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),価値観,かちかん,kachikan',"qadriyatlar, dunyoqarash",,価値観についての詳しい説明を聞きました。 (qadriyatlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),全体,ぜんたい,zentai,"butun, umumiy",,全体についての詳しい説明を聞きました。 (butun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),公害,こうがい,kougai,atrof-muhit ifloslanishi,,公害についての詳しい説明を聞きました。 (atrof-muhit ifloslanishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),兵庫,ひょうご,hyougo,Hyogo (prefektura),,兵庫についての詳しい説明を聞きました。 (Hyogo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),再確認,さいかくにん,saikakunin',qayta tekshirish,,再確認についての詳しい説明を聞きました。 (qayta tekshirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),勉学,べんがく,bengaku,"o'qish, ilm olish",,勉学についての詳しい説明を聞きました。 (o'qish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),取り組む,とりくむ,torikumu,"jiddiy shug'ullanmoq, kirishmoq",,計画通りに取り組むを進めていきます。 (Rejaga muvofiq jiddiy shug'ullanmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),定期券,ていきけん,teikiken',mavsumiy yo'l chiptasi,,定期券についての詳しい説明を聞きました。 (mavsumiy yo'l chiptasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),発想,はっそう,hassou,"g'oya, fikrlash tarzi",,発想についての詳しい説明を聞きました。 (g'oya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),確認済み,かくにんずみ,kakuninzumi,"tekshirilgan, tasdiqlangan",,確認済みについての詳しい説明を聞きました。 (tekshirilgan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),一律,いちりつ,ichiritsu,"bir xilda, hammaga birdek",,一律についての詳しい説明を聞きました。 (bir xilda haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),上昇,じょうしょう,joushou,"ko'tarilish, o'sish",,技術の上昇によって生活が便利になりました。 (Texnologiyaning ko'tarilishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),不可欠,ふかけつ,fukaketsu,"zarur, ajralmas",,不可欠についての詳しい説明を聞きました。 (zarur haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),人柄,ひとがら,hitogara,"xarakter, odamgarchilik",,人柄としての責任を持って行動します。 (xarakter sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),休業,きゅうぎょう,kyuugyou,faoliyatni to'xtatish,,休業についての詳しい説明を聞きました。 (faoliyatni to'xtatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),会場,かいじょう,kaijou,"tadbir joyi, zal",,その会場の環境はとても快適です。 (Ushbu tadbir joyining muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),保護者,ほごしゃ,hogosha,"ota-ona, vasiy",,保護者についての詳しい説明を聞きました。 (ota-ona haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),公表,こうひょう,kouhyou,"e'lon qilish, oshkor qilish",,計画通りに公表を進めていきます。 (Rejaga muvofiq e'lon qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),冷凍,れいとう,reitou,muzlatish,,冷凍についての詳しい説明を聞きました。 (muzlatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),処置,しょち,shochi,"chora ko'rish, davolash",,処置についての詳しい説明を聞きました。 (chora ko'rish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),創意,そうい,soui,"ijodkorlik, yangilik",,創意についての詳しい説明を聞きました。 (ijodkorlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),動向,どうこう,doukou,"tendensiya, yo'nalish",,動向についての詳しい説明を聞きました。 (tendensiya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),協定,きょうてい,kyoutei,"kelishuv, bitim",,協定についての詳しい説明を聞きました。 (kelishuv haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),原稿,げんこう,genkou,"qo'lyozma, matn",,原稿についての詳しい説明を聞きました。 (qo'lyozma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),味方,みかた,mikata,"tarafdor, yon bosuvchi",,味方についての詳しい説明を聞きました。 (tarafdor haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),回路,かいろ,kairo,"sxema, kontur",,回路についての詳しい説明を聞きました。 (sxema haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),図書,としょ,tosho,"kitoblar, nashrlar",,図書についての詳しい説明を聞きました。 (kitoblar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),夜景,やけい,yakei,tungi manzara,,夜景についての詳しい説明を聞きました。 (tungi manzara haqida batafsil tushuntirish eshitdik.)
